Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Wollzeile","338","48,20852 16,37592","Directed","1/1 Post- und Telegraphenamt 1–Wollzeile","1"
"Grado","53379","45,67774 13,40323","Wien","50","48,208333 16,373056","Directed","Grado–Wien","2"
"Feldafing","53150","47,94602 11,29326","Wien","50","48,208333 16,373056","Directed","Feldafing–Wien","1"
"Florenz","263","43,77925 11,24626","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Florenz–Edmund-Weiß-Gasse 7","1"
"Stansstad","52078","46,9768 8,33553","Luzern","967","47,05048 8,30635","Directed","Stansstad–Luzern","1"
"Luzern","967","47,05048 8,30635","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Luzern–Tiefer Graben 17","1"
"Kalksburg","555","48,142780596146 16,245159724901","Wien","50","48,208333 16,373056","Directed","Kalksburg–Wien","1"
"Haus Bahr","207274","48,186771 16,261305","XIII., Hietzing","63","48,17547 16,29101","Directed","Haus Bahr–XIII., Hietzing","1"
"XIII., Hietzing","63","48,17547 16,29101","IX., Alsergrund","59","48,22387 16,35641","Directed","XIII., Hietzing–IX., Alsergrund","1"
"Monreale","45264","38,08125 13,28947","Palermo","901","38,13205 13,33561","Directed","Monreale–Palermo","1"
"Palermo","901","38,13205 13,33561","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Palermo–1/1 Post- und Telegraphenamt 1","1"
"Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","1/1 Post- und Telegraphenamt 15","365220","48,20246 16,370739","Directed","Kärntnerring 12/Bösendorferstraße 11–1/1 Post- und Telegraphenamt 15","2"
"1/1 Post- und Telegraphenamt 15","365220","48,20246 16,370739","I., Innere Stadt","51","48,20769 16,37049","Directed","1/1 Post- und Telegraphenamt 15–I., Innere Stadt","3"
"Grado","53379","45,67774 13,40323","Grado","53379","45,67774 13,40323","Directed","Grado–Grado","2"
"Hochschneeberg","5836","47,775833 15,8075","Hochschneeberg","5836","47,775833 15,8075","Directed","Hochschneeberg–Hochschneeberg","3"
"Hochschneeberg","5836","47,775833 15,8075","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Hochschneeberg–Sternwartestraße 71","1"
"Zürich","484","47,37174 8,54226","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Zürich–Sternwartestraße 71","1"
"Nordsee","118890","55,33333 3,0","Nordsee","118890","55,33333 3,0","Directed","Nordsee–Nordsee","1"
"Nordsee","118890","55,33333 3,0","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Nordsee–Edmund-Weiß-Gasse 7","1"
"Salzburg","30","47,80067 13,04532","Villa Heufler","467","46,54555 11,560026","Directed","Salzburg–Villa Heufler","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","I., Innere Stadt","51","48,20769 16,37049","Directed","18/1 Post- und Telegraphenamt 110–I., Innere Stadt","10"
"I., Innere Stadt","51","48,20769 16,37049","Hotel Kaiserkrone","655","47,71356 13,61926","Directed","I., Innere Stadt–Hotel Kaiserkrone","1"
"Freiburg im Breisgau","631","47,9959 7,85222","Freiburg im Breisgau","631","47,9959 7,85222","Directed","Freiburg im Breisgau–Freiburg im Breisgau","1"
"Freiburg im Breisgau","631","47,9959 7,85222","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Freiburg im Breisgau–Tiefer Graben 17","1"
"Frankfurt am Main","146","50,11552 8,68417","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Frankfurt am Main–Edmund-Weiß-Gasse 7","1"
"Bern","1223","46,9489 7,4638","Bern","1223","46,9489 7,4638","Directed","Bern–Bern","4"
"Bern","1223","46,9489 7,4638","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Bern–Tiefer Graben 17","1"
"Istanbul","966","41,01384 28,94966","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Istanbul–Hasenauerstraße 59","1"
"Wiesbaden","883","50,08258 8,24932","Vahrn","946","46,73901 11,63749","Directed","Wiesbaden–Vahrn","1"
"Salzburg","30","47,80067 13,04532","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Salzburg–Hasenauerstraße 59","2"
"Venedig","462","45,43713 12,33265","Edlach an der Rax","470","47,69255 15,80915","Directed","Venedig–Edlach an der Rax","2"
"Pompeji","1283","40,750556 14,489722","Pompeji","1283","40,750556 14,489722","Directed","Pompeji–Pompeji","1"
"Pompeji","1283","40,750556 14,489722","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Pompeji–Sternwartestraße 71","1"
"London","224","51,50853 -0,12574","Wien","50","48,208333 16,373056","Directed","London–Wien","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Seeboden am Millstättersee","34824","46,818888888889 13,518333","Directed","1/1 Post- und Telegraphenamt 1–Seeboden am Millstättersee","2"
"Mautern in Steiermark","334803","47,4 14,833333333333","Mautern in Steiermark","334803","47,4 14,833333333333","Directed","Mautern in Steiermark–Mautern in Steiermark","1"
"Mautern in Steiermark","334803","47,4 14,833333333333","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Mautern in Steiermark–Sternwartestraße 71","1"
"Schliersee","936","47,73621 11,85936","Wien","50","48,208333 16,373056","Directed","Schliersee–Wien","4"
"Vahrn","946","46,73901 11,63749","Wien","50","48,208333 16,373056","Directed","Vahrn–Wien","5"
"Altaussee","34401","47,639444 13,763333","San Martino di Castrozza","44311","46,26667 11,8","Directed","Altaussee–San Martino di Castrozza","1"
"Wien","50","48,208333 16,373056","Kochgasse 8","249577","48,212327 16,349717","Directed","Wien–Kochgasse 8","2"
"Marienlyst","959","56,042028 12,601917","Willergasse 2","231810","48,139276 16,257741","Directed","Marienlyst–Willergasse 2","1"
"Dahmsdorf","50112","52,53193 14,10798","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Dahmsdorf–Edmund-Weiß-Gasse 7","1"
"Kammer","63056","47,94711 13,59541","Innsbruck","867","47,272569 11,389534","Directed","Kammer–Innsbruck","1"
"Baden bei Wien","662","48,00543 16,23264","Baden bei Wien","662","48,00543 16,23264","Directed","Baden bei Wien–Baden bei Wien","1"
"Baden bei Wien","662","48,00543 16,23264","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Baden bei Wien–Sternwartestraße 71","3"
"Edlach an der Rax","470","47,69255 15,80915","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Edlach an der Rax–Edmund-Weiß-Gasse 7","1"
"Villa Helgoland","334783","49,982651 12,697926","Marienbad","772","49,964444 12,701944","Directed","Villa Helgoland–Marienbad","1"
"Marienbad","772","49,964444 12,701944","Altaussee","34401","47,639444 13,763333","Directed","Marienbad–Altaussee","1"
"Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock–9/3 Post- und Telegraphenamt 72","2"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Mödling","968","48,08605 16,28921","Directed","9/3 Post- und Telegraphenamt 72–Mödling","1"
"Mödling","968","48,08605 16,28921","Zum goldenen Stern","625","48,081286 16,261108","Directed","Mödling–Zum goldenen Stern","1"
"Edlach an der Rax","470","47,69255 15,80915","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Edlach an der Rax–9/3 Post- und Telegraphenamt 72","1"
"Celerina","12589","46,5146 9,8622","Weißenbach am Attersee","34344","47,8004 13,5358","Directed","Celerina–Weißenbach am Attersee","2"
"Split","4231","43,5 16,433333","Split","4231","43,5 16,433333","Directed","Split–Split","2"
"Split","4231","43,5 16,433333","Paris","182","48,85341 2,3488","Directed","Split–Paris","1"
"Paris","182","48,85341 2,3488","Boulevard Haussmann","34022","48,874433 2,322216","Directed","Paris–Boulevard Haussmann","1"
"Paris","182","48,85341 2,3488","Salzburg","30","47,80067 13,04532","Directed","Paris–Salzburg","1"
"Wien","50","48,208333 16,373056","Altaussee","34401","47,639444 13,763333","Directed","Wien–Altaussee","2"
"Zell am Ziller","134","47,22982 11,88535","Wien","50","48,208333 16,373056","Directed","Zell am Ziller–Wien","1"
"Baden bei Wien","662","48,00543 16,23264","Wien","50","48,208333 16,373056","Directed","Baden bei Wien–Wien","3"
"Lido","259","45,38333 12,35","Brijuni","45260","44,91417 13,76222","Directed","Lido–Brijuni","1"
"I., Innere Stadt","51","48,20769 16,37049","Altaussee","34401","47,639444 13,763333","Directed","I., Innere Stadt–Altaussee","3"
"Villa Dr. Wassing","34014","47,119503 13,140375","Bad Gastein","521","47,11547 13,13467","Directed","Villa Dr. Wassing–Bad Gastein","2"
"Bad Gastein","521","47,11547 13,13467","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Bad Gastein–Tiefer Graben 23","1"
"Bern","1223","46,9489 7,4638","IX., Alsergrund","59","48,22387 16,35641","Directed","Bern–IX., Alsergrund","1"
"Marienlyst","959","56,042028 12,601917","Havnegade","1111","55,67887 12,59262","Directed","Marienlyst–Havnegade","1"
"Taormina","906","37,85358 15,28851","Taormina","906","37,85358 15,28851","Directed","Taormina–Taormina","2"
"Taormina","906","37,85358 15,28851","Wien","50","48,208333 16,373056","Directed","Taormina–Wien","2"
"XVIII., Währing","68","48,23333 16,31667","Tiefer Graben 23","207296","48,213038 16,368738","Directed","XVIII., Währing–Tiefer Graben 23","2"
"München","45258","48,13743 11,57549","Sternwartestraße 71","168815","48,23188 16,33716","Directed","München–Sternwartestraße 71","2"
"Frankgasse 1","168934","48,21533 16,35736","1/1 Post- und Telegraphenamt 15","365220","48,20246 16,370739","Directed","Frankgasse 1–1/1 Post- und Telegraphenamt 15","1"
"Berghof","411","47,799951 13,4815496","Unterach am Attersee","877","47,80494 13,48728","Directed","Berghof–Unterach am Attersee","3"
"Unterach am Attersee","877","47,80494 13,48728","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Unterach am Attersee–Edmund-Weiß-Gasse 7","2"
"Fulpmes","985","47,15202 11,34922","Wien","50","48,208333 16,373056","Directed","Fulpmes–Wien","1"
"Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Frankgasse 1","168934","48,21533 16,35736","Directed","Wollzeile 15 (»Berthahof«)–Frankgasse 1","2"
"Hinterbrühl","75","48,08611 16,24809","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Hinterbrühl–Tiefer Graben 23","2"
"Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","I., Innere Stadt","51","48,20769 16,37049","Directed","Kärntnerring 12/Bösendorferstraße 11–I., Innere Stadt","3"
"Kopenhagen","36300","55,67594 12,56553","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Kopenhagen–Sternwartestraße 71","7"
"Berlin","168","52,52437 13,41053","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Berlin–Tiefer Graben 23","2"
"Wien","50","48,208333 16,373056","Breslau","677","51,10773 17,03533","Directed","Wien–Breslau","1"
"Villa Annerl","34387","47,6416 13,77095","Altaussee","34401","47,639444 13,763333","Directed","Villa Annerl–Altaussee","1"
"Altaussee","34401","47,639444 13,763333","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Altaussee–Tiefer Graben 17","4"
"Meran","43520","46,66817 11,15953","I., Innere Stadt","51","48,20769 16,37049","Directed","Meran–I., Innere Stadt","2"
"Berlin","168","52,52437 13,41053","VIII., Josefstadt","58","48,21126 16,34706","Directed","Berlin–VIII., Josefstadt","1"
"VIII., Josefstadt","58","48,21126 16,34706","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","VIII., Josefstadt–Edmund-Weiß-Gasse 7","1"
"München","45258","48,13743 11,57549","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","München–Hasenauerstraße 59","2"
"Wien","50","48,208333 16,373056","Julienhof","34067","48,010324 16,238308","Directed","Wien–Julienhof","1"
"Nago-Torbole","36469","45,87594 10,89106","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Nago-Torbole–9/3 Post- und Telegraphenamt 72","1"
"Berlin","168","52,52437 13,41053","Welsberg-Taisten","428","46,75774 12,10556","Directed","Berlin–Welsberg-Taisten","2"
"Armbrustergasse 6","237626","48,254547 16,355118","XIX., Döbling","69","48,25 16,33306","Directed","Armbrustergasse 6–XIX., Döbling","2"
"XIX., Döbling","69","48,25 16,33306","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","XIX., Döbling–Edmund-Weiß-Gasse 7","1"
"Marienlyst","959","56,042028 12,601917","Marienlyst","959","56,042028 12,601917","Directed","Marienlyst–Marienlyst","1"
"Marienlyst","959","56,042028 12,601917","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Marienlyst–Tiefer Graben 23","1"
"Wien","50","48,208333 16,373056","Bad Fusch","305739","47,19939 12,85366","Directed","Wien–Bad Fusch","1"
"Taormina","906","37,85358 15,28851","I., Innere Stadt","51","48,20769 16,37049","Directed","Taormina–I., Innere Stadt","1"
"Lofer","33929","47,58475 12,69333","Kaltenleutgeben","44102","48,11646 16,19956","Directed","Lofer–Kaltenleutgeben","1"
"Kaltenleutgeben","44102","48,11646 16,19956","Kaltenleutgeben","44102","48,11646 16,19956","Directed","Kaltenleutgeben–Kaltenleutgeben","1"
"Wien","50","48,208333 16,373056","Tschortkiw","45274","49,01701 25,79808","Directed","Wien–Tschortkiw","1"
"Faakersee","605","46,5775 13,92556","Föderlach","45268","46,59139 13,98139","Directed","Faakersee–Föderlach","1"
"Föderlach","45268","46,59139 13,98139","Vahrn","946","46,73901 11,63749","Directed","Föderlach–Vahrn","1"
"I., Innere Stadt","51","48,20769 16,37049","Čáslav","767","49,91099 15,38972","Directed","I., Innere Stadt–Čáslav","3"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Directed","9/3 Post- und Telegraphenamt 72–18/1 Post- und Telegraphenamt 110","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Frankgasse 1","168934","48,21533 16,35736","Directed","18/1 Post- und Telegraphenamt 110–Frankgasse 1","1"
"Hotel Edlacherhof","714","47,689132 15,805582","Edlach an der Rax","470","47,69255 15,80915","Directed","Hotel Edlacherhof–Edlach an der Rax","1"
"Bellagio","984","45,98745 9,26199","Bellagio","984","45,98745 9,26199","Directed","Bellagio–Bellagio","1"
"Bellagio","984","45,98745 9,26199","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Bellagio–9/3 Post- und Telegraphenamt 72","1"
"Vahrn","946","46,73901 11,63749","Pörtschach am Wörthersee","44278","46,635556 14,1425","Directed","Vahrn–Pörtschach am Wörthersee","5"
"Wien","50","48,208333 16,373056","Cottagegasse","63834","48,2400114 16,3437542","Directed","Wien–Cottagegasse","1"
"Rom","445","41,89193 12,51133","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Rom–1/1 Post- und Telegraphenamt 1","1"
"Hôtel du Parc","513","46,002723 8,946726","Lugano","885","46,01008 8,96004","Directed","Hôtel du Parc–Lugano","3"
"Lugano","885","46,01008 8,96004","Luzern","967","47,05048 8,30635","Directed","Lugano–Luzern","2"
"Luzern","967","47,05048 8,30635","Luzern","967","47,05048 8,30635","Directed","Luzern–Luzern","4"
"Lavarone","461","45,93632 11,27206","Haus Bahr","207274","48,186771 16,261305","Directed","Lavarone–Haus Bahr","1"
"Schönberg im Stubaital","759","47,18333 11,41667","Schönberg im Stubaital","759","47,18333 11,41667","Directed","Schönberg im Stubaital–Schönberg im Stubaital","3"
"Schönberg im Stubaital","759","47,18333 11,41667","Pörtschach am Wörthersee","44278","46,635556 14,1425","Directed","Schönberg im Stubaital–Pörtschach am Wörthersee","1"
"Lübeck","884","53,86893 10,68729","Lübeck","884","53,86893 10,68729","Directed","Lübeck–Lübeck","1"
"Lübeck","884","53,86893 10,68729","St. Gilgen","33","47,76667 13,36667","Directed","Lübeck–St. Gilgen","1"
"Wien","50","48,208333 16,373056","III., Landstraße","53","48,19811 16,39482","Directed","Wien–III., Landstraße","7"
"III., Landstraße","53","48,19811 16,39482","Seidlgasse","730","48,206786325191 16,389660949005","Directed","III., Landstraße–Seidlgasse","6"
"Yantai","118678","37,4725 121,45042","Yantai","118678","37,4725 121,45042","Directed","Yantai–Yantai","1"
"Yantai","118678","37,4725 121,45042","Hong Kong","44086","22,27832 114,17469","Directed","Yantai–Hong Kong","1"
"Vahrn","946","46,73901 11,63749","Frankfurt am Main","146","50,11552 8,68417","Directed","Vahrn–Frankfurt am Main","1"
"Semmering","189","47,64224 15,8241","I., Innere Stadt","51","48,20769 16,37049","Directed","Semmering–I., Innere Stadt","2"
"Versailles","36549","48,80359 2,13424","Versailles","36549","48,80359 2,13424","Directed","Versailles–Versailles","1"
"Versailles","36549","48,80359 2,13424","IX., Alsergrund","59","48,22387 16,35641","Directed","Versailles–IX., Alsergrund","1"
"IX., Alsergrund","59","48,22387 16,35641","St. Anton am Arlberg","212","47,1275 10,26372","Directed","IX., Alsergrund–St. Anton am Arlberg","1"
"Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","IX., Alsergrund","59","48,22387 16,35641","Directed","Edmund-Weiß-Gasse 7–IX., Alsergrund","3"
"IX., Alsergrund","59","48,22387 16,35641","Tiefer Graben 23","207296","48,213038 16,368738","Directed","IX., Alsergrund–Tiefer Graben 23","5"
"Café Tomaselli","41187","47,799167 13,045","Salzburg","30","47,80067 13,04532","Directed","Café Tomaselli–Salzburg","2"
"Salzburg","30","47,80067 13,04532","Znaim","33978","48,8555 16,0488","Directed","Salzburg–Znaim","1"
"Znaim","33978","48,8555 16,0488","I., Innere Stadt","51","48,20769 16,37049","Directed","Znaim–I., Innere Stadt","1"
